,Date,Tweets
1201,2022-09-11 12:00:00+00:00,"[Market depth] 
$Token &gt; Buy : Sell
$GST &gt; 0.0 : 254.71
$MBOX &gt; 1,970.33 : 120.99

💰Try trading for free!💰 
Always better than #DEX, #MEV protection, #Slippage zero"
1202,2022-09-11 11:59:23+00:00,"You can sell #GMT at $0.7738 now. 📉

#MEV protection, #slippage zero
Always better than #DEX
💵Just trade on oscillo https://t.co/NDFWKxBCIZ"
1203,2022-09-11 11:14:03+00:00,@ShivanshuMadan @SaveToNotion #thread #mev
1204,2022-09-11 10:53:54+00:00,"9/

@0x_emperor compiled an awesome list of ressources for #MEV studying!

https://t.co/tCcp6aL2HL"
1205,2022-09-11 10:32:14+00:00,"You can sell #CAKE at $4.467 now. 📉

#MEV protection, #slippage zero
Always better than #DEX
💵Just trade on oscillo https://t.co/NDFWKxBCIZ"
1206,2022-09-11 10:06:51+00:00,#GM! 1/ What is Maximal Extractable Value (#MEV)? How does it become an integral part of the #blockchain network? How does…
1207,2022-09-11 09:40:38+00:00,@shivsakhuja @SaveToNotion #thread #mev
1208,2022-09-11 09:40:04+00:00,@0xmisaka @SaveToNotion #thread #mev
1209,2022-09-11 09:08:48+00:00,"#MEV 🤖 made $1,256 with a ROI of 111% from #arbitrage , using 3 tokens ( $USDC , $WETH , $POLRS ): 
https://t.co/YxJvn7bUUE"
1210,2022-09-11 09:07:47+00:00,"#MEV 🤖 made $2,249 with a ROI of 558,465% from #arbitrage , using 3 tokens ( $USDT , $WBNB , $TIME ): 
https://t.co/ZVNcLL6zqz"
1211,2022-09-11 07:18:46+00:00,"#MEV 🤖 made $12,369 with a ROI of 2,927,912% from #arbitrage , using 3 tokens ( $SNFTS , $WBNB , $SFUND ): 
https://t.co/u8zcELncV6"
1212,2022-09-11 06:40:48+00:00,"🗞️ Son altı aydır #MEV (Maksimal Çıkarılabilir Değer) dinamiklerini takip eden ETH analisti Pintail'e göre #Merge sonrası #Ethereum validatorlerinin medyan getirisi %6.1 olacak.

https://t.co/XmI2OfgTVT"
1213,2022-09-11 06:30:44+00:00,"You can buy #GMT at $0.7353 now. 📈

#MEV protection, #slippage zero
Always better than #DEX
💵Just trade on oscillo https://t.co/NDFWKxBCIZ"
1214,2022-09-11 06:00:00+00:00,"[Market depth] 
$Token &gt; Buy : Sell
$GST &gt; 0.0 : 192.01
$MBOX &gt; 1,970.33 : 120.99

💰Try trading for free!💰 
Always better than #DEX, #MEV protection, #Slippage zero"
1215,2022-09-11 05:14:16+00:00,"#MEV 🤖 made $1,455 with a ROI of 2,536% from #arbitrage , using 3 tokens ( $RPL , $WETH , $rETH ): 
https://t.co/VjLSU2kOv8"
1216,2022-09-11 04:21:56+00:00,"Do you know why I like #DeFi?

... because these project ""strategists"" think they are smart, but they literally just leave free money sitting in an LP for anyone to arb. 

#MEV is real."
1217,2022-09-11 02:07:19+00:00,"#MEV 🤖 made $2,125 with a ROI of 292% from #arbitrage , using 2 tokens ( $TOADZ , $WETH ): 
https://t.co/MVv34NtAPB"
1218,2022-09-11 01:56:15+00:00,"#MEV 🤖 made $2,732 with a ROI of 3,222% from #arbitrage , using 5 tokens ( $BONE , $USDC , $WETH , $SHIB , $LEASH ): 
https://t.co/F2yKgWyKog"
1219,2022-09-11 01:05:46+00:00,"#MEV 🤖 made $1,254 with a ROI of 309,072% from #arbitrage , using 3 tokens ( $SNFTS , $WBNB , $SFUND ): 
https://t.co/S0FVCtbr0G"
1220,2022-09-11 00:18:47+00:00,"#MEV 🤖 made $2,029 with a ROI of 329% from #arbitrage , using 3 tokens ( $USDC , $WETH , $USDT ): 
https://t.co/XePUYueK2w"
1221,2022-09-11 00:10:46+00:00,"#MEV 🤖 made $3,916 with a ROI of 125% from #arbitrage , using 2 tokens ( $WETH , $⚇ ): 
https://t.co/bpUBkG7xQ5"
1222,2022-09-11 00:00:00+00:00,"[Market depth] 
$Token &gt; Buy : Sell
$GST &gt; 32.21 : 104.35
$MBOX &gt; 1,970.33 : 120.99

💰Try trading for free!💰 
Always better than #DEX, #MEV protection, #Slippage zero"
1223,2022-09-10 23:58:47+00:00,"#MEV 🤖 made $1,153 with a ROI of 82% from #arbitrage , using 3 tokens ( $RPL , $WETH , $rETH ): 
https://t.co/OgWOlHEUhO"
1224,2022-09-10 23:00:17+00:00,"That's it then.
For more on the overall #MEV market on #Ethereum
https://t.co/IhJDhPGj26
More report on yesterday's 🥪: https://t.co/fxZZ57DBKD
Interested in #BNBChain's MEV and arbitrages? Go to: https://t.co/Qfe0hwbNNM
Like/Retweet the first tweet below if you can:

#9 https://t.co/9yYgWIHqGs"
1225,2022-09-10 23:00:14+00:00,"The arb of the day on #BNBChain.  #MEV profited  $6,662.59 with a ROI of 350437.59% from #arbitrage , using 3 Tokens ( $MBC , $WBNB , $BUSD ) https://t.co/fCO239pBG2

#7 https://t.co/ZVj2OxWksS"
1226,2022-09-10 23:00:08+00:00,"The biggest revenue and highest cost came from the same 🥪  #MEV caused trader losing $8,635.05 using ( $variableDebtWBTC , $aWETH , $WETH , $WBTC , $aWBTC , $USDC ). 👿  had to pay the miner 4.65 $WETH to earn $516. 

https://t.co/MPjdGwRmsR

#3"
1227,2022-09-10 23:00:07+00:00,"For more on the overall #MEV market on #Ethereum
https://t.co/QtKOnkwi5e
More report on yesterday's 🥪: https://t.co/xsodtAo6Kf
Interested in #BNBChain's MEV and arbitrages?"
1228,2022-09-10 23:00:06+00:00,"#MEV profited  $6,662.59 with a ROI of 350437.59% from #arbitrage , using 3 Tokens ( $MBC , $WBNB , $BUSD ) https://t.co/atMyTaQOJi

Feel free to click the icon below If you want to view the token flow like the one above, https://t.co/atMyTaQOJi

That's it then."
1229,2022-09-10 23:00:04+00:00,"The biggest revenue and highest cost came from the same 🥪  #MEV caused trader losing $8,635.05 using ( $variableDebtWBTC , $aWETH , $WETH , $WBTC , $aWBTC , $USDC ). 👿  had to pay the miner 4.65 $WETH to earn $516."
1230,2022-09-10 22:45:47+00:00,"#MEV 🤖 made $1,186 with a ROI of 11,906% from #arbitrage , using 2 tokens ( $WETH , $AAVE ): 
https://t.co/7SsXB5BMLF"
1231,2022-09-10 22:41:18+00:00,"#MEV 🤖 made $1,493 with a ROI of 2,511% from #arbitrage , using 3 tokens ( $EHIVE , $UNI-V2 , $WETH ): 
https://t.co/zmDEQfPTCV"
1232,2022-09-10 22:05:29+00:00,"@bertcmiller Let data talk. 
#RevealingIsBuidling 
1️⃣ 2022H1 Daily 🥪 count v.s. Victim Loss v.s. 7D MA of Victim Loss
2️⃣ 2022H1  🥪 #MEV Accumulated Victim Loss vs. Count
3️⃣ 2022H1 Daily 🥪 ROI &amp; 7D MA of the ROI
4️⃣ 2022H1 Daily Sandwich Count https://t.co/QrA7VGWuGM"
1233,2022-09-10 21:55:16+00:00,"#MEV 🤖 made $1,212 with a ROI of 1,853% from #arbitrage , using 3 tokens ( $USDC , $WETH , $USDT ): 
https://t.co/X488bPXhwW"
1234,2022-09-10 21:49:27+00:00,"You can sell #GMT at $0.7446 now. 📉

#MEV protection, #slippage zero
Always better than #DEX
💵Just trade on oscillo https://t.co/NDFWKxBCIZ"
1235,2022-09-10 21:49:17+00:00,"You can sell #BTC at $21,716.9 now. 📉

#MEV protection, #slippage zero
Always better than #DEX
💵Just trade on oscillo https://t.co/NDFWKxBCIZ"
1236,2022-09-10 21:49:11+00:00,"You can sell #ETH at $1,759.9 now. 📉

#MEV protection, #slippage zero
Always better than #DEX
💵Just trade on oscillo https://t.co/NDFWKxBCIZ"
1237,2022-09-10 21:25:00+00:00,"#MEV 🤖 Our user made a profit of $32,261 with an ROI of 5,011.4% in 7 days, via 306 sandwich trades.

https://t.co/VtIXbTHnCL"
1238,2022-09-10 20:47:59+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $61,094 with an ROI of 2,523.3% in 7 days, via 1002 🥪$.
https://t.co/EbBclDSvvG"
1239,2022-09-10 20:47:07+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $38,503 with an ROI of 4,878.2% in 7 days, via 1928 🥪$.
https://t.co/nZAw1JqC0G"
1240,2022-09-10 20:46:11+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $32,261 with an ROI of 5,011.4% in 7 days, via 306 🥪$.
https://t.co/PWjIHdFXU5"
1241,2022-09-10 20:12:22+00:00,"@shivsakhuja A must read thread on #MEV.  Minimizing MEV is essential for wider adoption of blockchains. @RubixChain largely solves this through parallel, subnet based sequencing &amp; ordering of txns."
1242,2022-09-10 19:28:45+00:00,"#MEV 🤖 made $1,017 with a ROI of 7,330% from #arbitrage , using 3 tokens ( $WETH , $VOW , $USDT ): 
https://t.co/6fKf9Eq9CK"
1243,2022-09-10 18:51:15+00:00,"#MEV 🤖 made $2,422 with a ROI of 139,836% from #arbitrage , using 2 tokens ( $WETH , $AMPL ): 
https://t.co/XMZEaybbw6"
1244,2022-09-10 18:00:00+00:00,"[Market depth] 
$Token &gt; Buy : Sell
$GST &gt; 159.77 : 104.35
$MBOX &gt; 1,970.33 : 120.99

💰Try trading for free!💰 
Always better than #DEX, #MEV protection, #Slippage zero"
1245,2022-09-10 17:20:59+00:00,"Thanks to all that have voted thus far on the Upgrading of the Contracts for Priority Fees and #MEV as highlighted in the Discord announcements channel.  Looking forward to seeing this pass soon! If you haven't voted, get your vote in! :)

https://t.co/w3Yqh7ofm4

@stakewise_io"
1246,2022-09-10 17:00:23+00:00,"9/10 That's it then.
For more on the overall #MEV market on #Ethereum
https://t.co/IhJDhPGj26
More report on yesterday's 🥪: https://t.co/fxZZ57DBKD
Interested in #BNBChain's MEV and arbitrages? Go to: https://t.co/Qfe0hwbNNM
Like/Retweet the first tweet below if you can: https://t.co/h2DsM4lNre"
1247,2022-09-10 17:00:20+00:00,"7/10 The arb of the day on #BNBChain.  #MEV profited  $6,662.59 with a ROI of 350437.59% from #arbitrage , using 3 Tokens ( $MBC , $WBNB , $BUSD ) https://t.co/fCO239pBG2 https://t.co/Fz7YsN2vQe"
1248,2022-09-10 17:00:15+00:00,"3/10 The biggest revenue and highest cost came from the same 🥪  #MEV caused trader losing $8,635.05 using ( $variableDebtWBTC , $aWETH , $WETH , $WBTC , $aWBTC , $USDC ). 👿  had to pay the miner 4.65 $WETH to earn $516. 

https://t.co/MPjdGwRmsR"
1249,2022-09-10 17:00:09+00:00,"For more on the overall #MEV market on #Ethereum
https://t.co/QtKOnkwi5e
More report on yesterday's 🥪: https://t.co/xsodtAo6Kf
Interested in #BNBChain's MEV and arbitrages? Go to: https://t.co/OWYA4mOIyP
Like/Retweet the first tweet below if you can:"
1250,2022-09-10 17:00:08+00:00,"#MEV profited  $6,662.59 with a ROI of 350437.59% from #arbitrage , using 3 Tokens ( $MBC , $WBNB , $BUSD ) https://t.co/atMyTaQOJi

Feel free to click the icon below If you want to view the token flow like the one above, https://t.co/atMyTaQOJi

That's it then."
1251,2022-09-10 16:50:46+00:00,"#MEV 🤖 made $1,645 with a ROI of 29% from #arbitrage , using 2 tokens ( $GMV2 , $WETH ): 
https://t.co/rWfI1N5Dbx"
1252,2022-09-10 16:33:09+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $63,660 with an ROI of 2,638.9% in 7 days, via 1018 🥪$.
https://t.co/EbBclDSvvG"
1253,2022-09-10 16:32:27+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $37,719 with an ROI of 4,828.6% in 7 days, via 1914 🥪$.
https://t.co/nZAw1JqC0G"
1254,2022-09-10 16:31:41+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $32,924 with an ROI of 5,121.7% in 7 days, via 309 🥪$.
https://t.co/PWjIHdFXU5"
1255,2022-09-10 16:19:32+00:00,"Ethereum (ETH) validators might earn 5.3%-7.3% in APR: Model
Here’s how Ethereum (ETH) validators can make their returns more predictable
#ETH, #MEV, #APR, #prediction #Cryptocurency 
https://t.co/dUSUkl26AR"
1256,2022-09-10 15:39:56+00:00,"Read article about MEV something new and will be added in the merge 👇

#EthereumMerge #etherum #TheMerge #ETH #MEV https://t.co/QLOuspRP6g"
1257,2022-09-10 15:13:51+00:00,"Introduction on MEVs - Maximum extractable value

#100DaysOfWeb3
#100DaysOfCode 
#MEV https://t.co/ZUux1HRfrW"
1258,2022-09-10 13:28:00+00:00,"ASAMBLEA DE INTERCESIÓN – SOMOS HIJOS DE LA LUZ
12 AL 17 DE SEPTIEMBRE

¡Los esperamos!

Un MEV nunca está solo

¡Con Jesús, José y María se puede!

#regresandoacasa #regresamev #mev #mevpanama #asambleasmev #mevpty #somosmev https://t.co/TJQDGjWtR6"
1259,2022-09-10 13:06:08+00:00,"@Eigenphi 🚨 : 🥪 #MEV caused trader losing $2,924 , using  ( $WETH , $WBTC , $USDC , $USDT ). Source: @EigenPhi
https://t.co/mmrVPMeGV3"
1260,2022-09-10 13:05:28+00:00,"@Eigenphi 🚨 : 🥪 #MEV caused trader losing $3,707 , using  ( $WETH , $USDC , $USDT , $aUSDC , $aWETH , $variableDebtUSDC ). Source: @EigenPhi
https://t.co/e1AKR462Pi"
1261,2022-09-10 13:04:36+00:00,"🚨 : 🥪 #MEV caused trader losing $17,164 , using  ( $WETH , $USDT , $DAI , $WBTC , $USDC ). Source: @EigenPhi
https://t.co/536SXidf5U"
1262,2022-09-10 13:03:42+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $63,036 with an ROI of 2,588.6% in 7 days, via 1020 🥪$.
https://t.co/EbBclDSvvG"
1263,2022-09-10 13:02:46+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $37,393 with an ROI of 4,759.9% in 7 days, via 1910 🥪$.
https://t.co/nZAw1JqC0G"
1264,2022-09-10 13:01:57+00:00,"✅ #仮想通貨 上昇率✅
対象時価総額:1-500位
1時間
#BOND 10.775%
#HOO 10.157%
#RPL 7.3758%
#1ECO 4.0611%
#BOBA 4.0057%
24時間
#SAFEMOON 542.2%
#CXO 93.63%
#MEV 60.14%
#BZRX 55.55%
#EOS 29.04%
#bybit 最大100倍ﾚﾊﾞﾚｯｼﾞで取引可能😵
https://t.co/5KLvQQZiXM"
1265,2022-09-10 13:01:48+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $32,788 with an ROI of 5,202.7% in 7 days, via 307 🥪$.
https://t.co/PWjIHdFXU5"
1266,2022-09-10 12:21:59+00:00,"You can buy #GMT at $0.7462 now. 📈

#MEV protection, #slippage zero
Always better than #DEX
💵Just trade on oscillo https://t.co/NDFWKxBCIZ"
1267,2022-09-10 12:12:15+00:00,"#MEV 🤖 made $2,215 with a ROI of 312% from #arbitrage , using 4 tokens ( $USDC , $WBTC , $WETH , $USDT ): 
https://t.co/6uj1ZzJQzm"
1268,2022-09-10 12:00:00+00:00,"[Market depth] 
$Token &gt; Buy : Sell
$GST &gt; 1,174.02 : 104.35
$MBOX &gt; 1,970.33 : 120.99

💰Try trading for free!💰 
Always better than #DEX, #MEV protection, #Slippage zero"
1269,2022-09-10 11:48:47+00:00,"#MEV 🤖 made $1,199 with a ROI of 880% from #arbitrage , using 3 tokens ( $EHIVE , $UNI-V2 , $WETH ): 
https://t.co/dDmhQwXr8U"
1270,2022-09-10 11:39:47+00:00,"#MEV 🤖 made $1,532 with a ROI of 33% from #arbitrage , using 3 tokens ( $EHIVE , $UNI-V2 , $WETH ): 
https://t.co/uJdJIyS6SN"
1271,2022-09-10 10:56:20+00:00,"Remember: After the Merge on Ethereum, GAS fees will be replaced by #MEV

Not many are seeing this coming. $POND $ETH"
1272,2022-09-10 10:50:17+00:00,"Like our daily #MEV analysis? Go visit https://t.co/hC7ySTt9UR
and https://t.co/0BtU5Rcv1P for more! 
Follow @Eigenphi_alert for real-time MEV 🚨"
1273,2022-09-10 10:05:53+00:00,@0xmisaka @uriklarman @bloXrouteLabs @ben_leimberger @SiegeRhino2 @thal0x @0xEdgar @evanbat_ @thebensams @SaveToNotion #thread #mev
1274,2022-09-10 07:37:03+00:00,"#MEV 🤖 Our user made $10,104 with a ROI of 24,173% from #arbitrage , using 3 tokens ( $USDC , $USDT , $UNI-V3-POS ): 

https://t.co/6741q4LiVR"
1275,2022-09-10 06:56:47+00:00,"#MEV 🤖 made $2,821 with a ROI of 318% from #arbitrage , using 6 tokens ( $USDC , $WETH , $USDT , $aWETH , $variableDebtUSDC , $aUSDC ): 
https://t.co/1aTvqWOzf3"
1276,2022-09-10 06:34:18+00:00,@ptrwtts Parallel sub chains (nets) in @RubixChain sharply reduce the scope for #MEV
1277,2022-09-10 06:32:53+00:00,"@ptrwtts @MikeToutonghi 
Not so much an idol, but a legend. Impressive career and mind-blowing tech for reducing MEV beyond constructive arbitrage.
$VRSC #PBAAS #MEV"
1278,2022-09-10 06:00:00+00:00,"[Market depth] 
$Token &gt; Buy : Sell
$GST &gt; 1,266.88 : 104.35
$MBOX &gt; 1,970.33 : 131.31

💰Try trading for free!💰 
Always better than #DEX, #MEV protection, #Slippage zero"
1279,2022-09-10 04:52:46+00:00,"You can buy #GMT at $0.7692 now. 📈

#MEV protection, #slippage zero
Always better than #DEX
💵Just trade on oscillo https://t.co/NDFWKxBCIZ"
1280,2022-09-10 04:13:00+00:00,"@0xmisaka $POND @MarlinProtocol will be the leader in #MEV

IMHO this could lead to a $MATIC type run"
1281,2022-09-10 02:48:17+00:00,"#MEV 🤖 made $10,104 with a ROI of 24,173% from #arbitrage , using 3 tokens ( $USDC , $USDT , $UNI-V3-POS ): 
https://t.co/gLTqwsW30c"
1282,2022-09-10 02:03:32+00:00,@theviklife As a blockchain engineer - any thoughts on $POND and their #MEV tech @theviklife ?
1283,2022-09-10 01:23:15+00:00,"#MEV 🤖 made $5,925 with a ROI of 53% from #arbitrage , using 5 tokens ( $USDC , $WETH , $WBTC , $DAI , $USDT ): 
https://t.co/YuarU9lYhr"
1284,2022-09-10 01:01:47+00:00,"✅ #仮想通貨 上昇率✅
対象時価総額:1-500位
1時間
#BOND 10.775%
#HOO 10.157%
#RPL 7.3758%
#1ECO 4.0611%
#BOBA 4.0057%
24時間
#SAFEMOON 542.2%
#CXO 93.63%
#MEV 60.14%
#BZRX 55.55%
#EOS 29.04%
#bybit 最大100倍ﾚﾊﾞﾚｯｼﾞで取引可能😵
https://t.co/5KLvQQZiXM"
1285,2022-09-09 22:55:38+00:00,"You can sell #GMT at $0.7949 now. 📉

#MEV protection, #slippage zero
Always better than #DEX
💵Just trade on oscillo https://t.co/NDFWKxBCIZ"
1286,2022-09-09 22:31:04+00:00,@0xmisaka @SaveToNotion #thread #mev
1287,2022-09-09 22:26:05+00:00,@0xmisaka @uriklarman @bloXrouteLabs @ben_leimberger @SiegeRhino2 @thal0x @0xEdgar @evanbat_ @thebensams @SaveToNotion #thread #crypto #mev
1288,2022-09-09 22:04:47+00:00,"#MEV 🤖 made $1,207 with a ROI of 16,529% from #arbitrage , using 3 tokens ( $BONE , $SHIB , $LEASH ): 
https://t.co/47N8i69qe7"
1289,2022-09-09 22:00:24+00:00,"For more on the overall #MEV market on #Ethereum
https://t.co/YWLvQWPv8i
More report on yesterday's 🥪: https://t.co/2BUxiWa6mS
Interested in #BNBChain's MEV and arbitrages? Go to: https://t.co/Ej2rba6fhs hope you've found this thread helpful.

Follow me @Eigenphi for more."
1290,2022-09-09 22:00:23+00:00,"These $USDC were then sent back to 0x3416 LP with the other amount of $USDC exchanged by $WETH on 0x11b8 LP.

The overall performance of yesterday's #MEV market seemed not good, with only a few dimensions increased."
1291,2022-09-09 22:00:23+00:00,"7/9 For more on the overall #MEV market on #Ethereum
https://t.co/l9I6K6rWRJ
More report on yesterday's 🥪: https://t.co/VNZKrkowc3
Interested in #BNBChain's MEV and arbitrages? Go to: https://t.co/qyXEL6CHcu"
1292,2022-09-09 22:00:22+00:00,"6/9 The overall performance of yesterday's #MEV market seemed not good, with only a few dimensions increased. https://t.co/ELVsECL03M"
1293,2022-09-09 22:00:21+00:00,"https://t.co/ooCHULZW40

The top #MEV transaction on #BNBChain even had a much higher ROI of 103312% 🤯. The 🕵️‍♀️ swapped $WBNB/$BUSD/$BNX/$USDT in four rounds and finally made $49,591 using less than $0.5."
1294,2022-09-09 22:00:15+00:00,"3/9 The top #MEV transaction on #BNBChain even had a much higher ROI of 103312% 🤯. The 🕵️‍♀️ swapped $WBNB/$BUSD/$BNX/$USDT in four rounds and finally made $49,591 using less than $0.5.

https://t.co/Vaz2n90muF https://t.co/mUPx2URS7I"
1295,2022-09-09 21:11:29+00:00,"You can sell #GMT at $0.8067 now. 📉

#MEV protection, #slippage zero
Always better than #DEX
💵Just trade on oscillo https://t.co/NDFWKxBCIZ"
1296,2022-09-09 21:05:01+00:00,"朝には温かいカレーがおすすめ【ウマすぎ注意】
★5カレー 堂島カレー ビーフ ハヤシ(#MeV)
https://t.co/UDi7DkaK2i

#カレー
#レトルトカレー
#美味しそうならRT
#飯テロ倶楽部
#食べたくなったらRT
#お腹がすいたらRT"
1297,2022-09-09 20:48:30+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $23,502 with an ROI of 4,799% in 7 days, via 290 🥪$.
https://t.co/8V2YVzsQht"
1298,2022-09-09 20:47:37+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $48,904 with an ROI of 45,419% in 7 days, via 712 🥪$.
https://t.co/ndLojtv7IO"
1299,2022-09-09 20:46:41+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $62,595 with an ROI of 2,487.1% in 7 days, via 1077 🥪$.
https://t.co/0yl5XGtDaF"
1300,2022-09-09 20:42:38+00:00,"If someone says #MEV &amp; #Frontrunning are problems that have not or cannot be solved show them this. 

#Verus $VRSC has. Most don’t know it because Verus does not have corporate VC backed funding, is truly rent free &amp; decentralized. They are constantly building instead of hyping https://t.co/EwcCm0jyYZ"
1301,2022-09-09 20:05:17+00:00,"#MEV 🤖 made $3,905 with a ROI of 49,659% from #arbitrage , using 3 tokens ( $USDC , $SHIB , $WETH ): 
https://t.co/8VcQtZ8DnP"
1302,2022-09-09 19:58:08+00:00,"You can sell #GMT at $0.7546 now. 📉

#MEV protection, #slippage zero
Always better than #DEX
💵Just trade on oscillo https://t.co/NDFWKxBCIZ"
1303,2022-09-09 19:51:46+00:00,"#MEV 🤖 made $1,220 with a ROI of 355,714% from #arbitrage , using 2 tokens ( $DOT , $WBNB ): 
https://t.co/EsUrzAJZCk"
1304,2022-09-09 19:28:15+00:00,"#MEV 🤖 made $1,525 with a ROI of 80,307% from #arbitrage , using 4 tokens ( $BUSD , $Cake-LP , $MBC , $WBNB ): 
https://t.co/3K4Ejm4CDv"
1305,2022-09-09 19:25:16+00:00,"#MEV 🤖 made $6,663 with a ROI of 350,438% from #arbitrage , using 4 tokens ( $BUSD , $Cake-LP , $MBC , $WBNB ): 
https://t.co/atMyTaQOJi"
1306,2022-09-09 18:38:25+00:00,"Our ""old friend"", the #MEV 🤖 16b40, was responsible for this attack. Again, it adopted the AAVE loan strategy to ra… https://t.co/9CY7Qh1ma7"
1307,2022-09-09 18:00:00+00:00,"[Market depth] 
$Token &gt; Buy : Sell
$GST &gt; 10,052.46 : 104.35
$MBOX &gt; 1,970.33 : 131.31

💰Try trading for free!💰 
Always better than #DEX, #MEV protection, #Slippage zero"
1308,2022-09-09 17:33:45+00:00,"#MEV 🤖 made $1,142 with a ROI of 2,894% from #arbitrage , using 2 tokens ( $USDC , $WBTC ): 
https://t.co/HzKSlmNwbU"
1309,2022-09-09 17:20:19+00:00,"You can sell #GMT at $0.7288 now. 📉

#MEV protection, #slippage zero
Always better than #DEX
💵Just trade on oscillo https://t.co/NDFWKxBCIZ"
1310,2022-09-09 16:35:49+00:00,"@Eigenphi 🚨 : 🥪 #MEV caused trader losing $868 , using  ( $WETH , $USDC , $USDT ). Source: @EigenPhi
https://t.co/fwP2AOaGsl"
1311,2022-09-09 16:35:13+00:00,"@Eigenphi 🚨 : 🥪 #MEV caused trader losing $1,093 , using  ( $WETH , $QUEEN ). Source: @EigenPhi
https://t.co/GRI1xwEdhY"
1312,2022-09-09 16:34:36+00:00,"🚨 : 🥪 #MEV caused trader losing $1,082 , using  ( $WETH , $USDT , $UNI-V2 , $EHIVE ). Source: @EigenPhi
https://t.co/s8qZz2FdNQ"
1313,2022-09-09 16:33:26+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $33,339 with an ROI of 4,499.1% in 7 days, via 1903 🥪$.
https://t.co/XokXBoN7tJ"
1314,2022-09-09 16:32:33+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $48,725 with an ROI of 45,025.8% in 7 days, via 716 🥪$.
https://t.co/ndLojtv7IO"
1315,2022-09-09 16:31:41+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $63,198 with an ROI of 2,485.8% in 7 days, via 1080 🥪$.
https://t.co/0yl5XGtDaF"
1316,2022-09-09 15:51:37+00:00,"You can sell #GMT at $0.7119 now. 📉

#MEV protection, #slippage zero
Always better than #DEX
💵Just trade on oscillo https://t.co/NDFWKxBCIZ"
1317,2022-09-09 15:39:25+00:00,"Back to alpha, @The_Babylonians gives a thread on $fold @foldfinance which, as a block builder with a focus on #MEV post-#TheMerge, will be relevant to the growing pains and sky-high gains we see in the coming months on #ethereum. Check thread, much info

https://t.co/4DihnzUP4O"
1318,2022-09-09 15:00:21+00:00,@Cryptonnaber I can only speculate that $POND #MEV will surprise people
1319,2022-09-09 14:44:46+00:00,"#MEV 🤖 made $1,074 with a ROI of 255,412% from #arbitrage , using 3 tokens ( $USDT , $WBNB , $LUNA ): 
https://t.co/DALmFWhjNA"
1320,2022-09-09 13:12:45+00:00,"#MEV 🤖 made $1,367 with a ROI of 267,931% from #arbitrage , using 4 tokens ( $BUSD , $USDT , $WBNB , $LUNA ): 
https://t.co/vhLaTacSYE"
1321,2022-09-09 13:06:45+00:00,"#MEV 🤖 made $2,539 with a ROI of 16% from #arbitrage , using 1 tokens ( $WETH ): 
https://t.co/qvaNqnzTWe"
1322,2022-09-09 13:05:34+00:00,"@Eigenphi 🚨 : 🥪 #MEV caused trader losing $868 , using  ( $WETH , $USDC , $USDT ). Source: @EigenPhi
https://t.co/fwP2AOaGsl"
1323,2022-09-09 13:04:58+00:00,"@Eigenphi 🚨 : 🥪 #MEV caused trader losing $1,093 , using  ( $WETH , $QUEEN ). Source: @EigenPhi
https://t.co/GRI1xwEdhY"
1324,2022-09-09 13:04:06+00:00,"🚨 : 🥪 #MEV caused trader losing $1,885 , using  ( $WETH , $USDC , $DAI , $USDT ). Source: @EigenPhi
https://t.co/yyi8pG7mtg"
1325,2022-09-09 13:03:11+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $25,257 with an ROI of 27,474.3% in 7 days, via 270 🥪$.
https://t.co/8jxyRPzxUh"
1326,2022-09-09 13:02:14+00:00,"🚨🚨🚨 Keep an eye on this #SandwichAttacker!😈😈😈
This #MEV contract made a profit of $48,922 with an ROI of 45,079.8% in 7 days, via 721 🥪$.
https://t.co/ndLojtv7IO"
